"ISSN";"Titulo";"Area";"Estrato"
"2738-2931";"INTERNATIONAL JOURNAL OF ARMENIAN GENOCIDE STUDIES (ONLINE)";"HISTÓRIA";"B4"
"1531-6793";"INTERNATIONAL JOURNAL OF COMIC ART";"HISTÓRIA";"B4"
"0940-7391";"INTERNATIONAL JOURNAL OF CULTURAL PROPERTY";"HISTÓRIA";"A3"
"2462-425X";"INTERNATIONAL JOURNAL OF ROMA STUDIES";"HISTÓRIA";"A3"
"1752-7716";"INTERNATIONAL JOURNAL OF TRANSITIONAL JUSTICE (PRINT)";"HISTÓRIA";"A1"
"0147-5479";"INTERNATIONAL LABOR AND WORKING CLASS HISTORY";"HISTÓRIA";"A2"
"2567-1111";"INTERNATIONAL PUBLIC HISTORY";"HISTÓRIA";"A3"
"0020-8590";"INTERNATIONAL REVIEW OF SOCIAL HISTORY (PRINT)";"HISTÓRIA";"A1"
"2250-5377";"ITINERANTES. REVISTA DE HISTORIA Y RELIGIÓN";"HISTÓRIA";"B2"
"2718-6466";"JACOBIN AMERICA LATINA";"HISTÓRIA";"B3"
"2833-5155";"JOURMS - JOURNAL OF MOTHER STUDIES";"HISTÓRIA";"B4"
"2470-5683";"JOURNAL OF EIGHTEENTH-CENTURY ART AND CULTURE";"HISTÓRIA";"B4"
"1835-3800";"JOURNAL OF HUMAN SECURITY";"HISTÓRIA";"B1"
"2169-5601";"JOURNAL OF INTELLIGENCE HISTORY (ONLINE)";"HISTÓRIA";"B1"
"2056-6689";"JOURNAL OF JEWISH STUDIES (ONLINE)";"HISTÓRIA";"B1"
"1545-2476";"JOURNAL OF LATIN AMERICAN GEOGRAPHY";"HISTÓRIA";"A2"
"1469-767X";"JOURNAL OF LATIN AMERICAN STUDIES (ONLINE)";"HISTÓRIA";"A3"
"1356-9317";"JOURNAL OF POLITICAL IDEOLOGIES";"HISTÓRIA";"A1"
"2691-297X";"JOURNAL OF SLAVERY AND DATA PRESERVATION - JSDP";"HISTÓRIA";"B4"
"0022-5045";"JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES";"HISTÓRIA";"A2"
"1872-2636";"JOURNAL OF THE PHILOSOPHY OF HISTORY";"HISTÓRIA";"B1"
"2160-6579";"JOURNALISM AND MASS COMMUNICATION";"HISTÓRIA";"A4"
"1137-0572";"KALAKORIKOS (PRINT)";"HISTÓRIA";"A3"
"0871-780X";"KÉRAMICA (COIMBRA)";"HISTÓRIA";"B2"
"0718-5316";"LA FUGA";"HISTÓRIA";"B1"
"0994-1908";"LA LETTRE DE L'OCIM";"HISTÓRIA";"A4"
"0121-8530";"LA PALABRA";"HISTÓRIA";"A3"
"0391-9099";"LA RICERCA FOLKLORICA";"HISTÓRIA";"B2"
"1519-6674";"LABIRINTO (UNIR)";"HISTÓRIA";"B2"
"1547-6715";"LABOR (DURHAM, N.C.)";"HISTÓRIA";"A4"
"1850-3659";"LATITUD SUR";"HISTÓRIA";"B1"
"0014-2204";"LES ÉTUDES SOCIALES (PRINT)";"HISTÓRIA";"B2"
"1516-4586";"LETRAS CLÁSSICAS (USP)";"HISTÓRIA";"B3"
"1519-3985";"LETRAS (UFSM)";"HISTÓRIA";"A4"
"2475-1367";"LÍNGUA FRANCA";"HISTÓRIA";"B4"
"2992-9911";"LIVING COMMONS COLLECTIVE MAGAZINE";"HISTÓRIA";"B4"
"0076-1508";"LUSITÂNIA SACRA";"HISTÓRIA";"A4"
"1548-9957";"LUSO-BRAZILIAN REVIEW (ONLINE)";"HISTÓRIA";"B4"
"2422-779X";"MAGALLÁNICA : REVISTA DE HISTORIA MODERNA (ONLINE)";"HISTÓRIA";"A1"
"1900-7922";"MANZANA DE LA DISCORDIA (CALI. 2005)";"HISTÓRIA";"A1"
"1579-2641";"MATERIA (BARCELONA)";"HISTÓRIA";"B1"
"2699-0903";"MAX PLANCK INSTITUTE FOR EUROPEAN LEGAL HISTORY RESEARCH PAPER SERIES";"HISTÓRIA";"B1"
"1777-5892";"MÉDIEVALES (EN LIGNE)";"HISTÓRIA";"A4"
"1646-740X";"MEDIEVALISTA ON LINE";"HISTÓRIA";"A3"
"1824-8225";"MEDITERRANEO ANTICO. ECONOMIE, SOCIETÀ, CULTURE";"HISTÓRIA";"B3"
"0076-230X";"MÉLANGES DE LA CASA DE VELÁZQUEZ";"HISTÓRIA";"A1"
"0327-5752";"MEMORIA AMERICANA";"HISTÓRIA";"A4"
"1794-8886";"MEMORIAS. REVISTA DIGITAL DE HISTORIA Y ARQUEOLOGÍA DESDE EL CARIBE";"HISTÓRIA";"A3"
"0719-4862";"MERIDIONAL. REVISTA CHILENA DE ESTUDIOS LATINOAMERICANOS";"HISTÓRIA";"A2"
"2675-391X";"MESCLA";"HISTÓRIA";"B3"
"0026-0452";"META (MONTRÉAL)";"HISTÓRIA";"A1"
"2340-4809";"MILLARS: ESPAI I HISTÒRIA (ONLINE)";"HISTÓRIA";"A2"
"1353-2944";"MODERN ITALY";"HISTÓRIA";"A4"
"2197-0386";"MOVING THE SOCIAL - JOURNAL OF SOCIAL HISTORY AND HISTORY OF SOCIAL MOVIMENTS";"HISTÓRIA";"B2"
"2965-8527";"MUNDO ANTIGO EM RESENHA (ONLINE)";"HISTÓRIA";"B4"
"1264-7020";"MUSIQUES, IMAGES, INSTRUMENTS : RÉVUE FRANÇAISE D'ORGANOLOGIE E D'ICONOGRAPHIE MUSICALE";"HISTÓRIA";"B3"
"2037-7746";"MYTHOS RIVISTA DI STORIA DELLE RELIGIONI";"HISTÓRIA";"A2"
"2152-4025";"NATIVE SOUTH";"HISTÓRIA";"B2"
"1982-8527";"NAVEGAÇÕES (IMPRESSO) (PORTO ALEGRE)";"HISTÓRIA";"B2"
"1989-211X";"NAVEG@MERICA";"HISTÓRIA";"A4"
"3020-6146";"NEOMEDIEVAL (ONLINE)";"HISTÓRIA";"B4"
"2634-6850";"NEW READINGS";"HISTÓRIA";"B3"
"0185-3058";"NOVA TELLUS";"HISTÓRIA";"A3"
"2686-8474";"NOVOGARDIA";"HISTÓRIA";"A3"
"2175-6279";"NOVOS TEMAS";"HISTÓRIA";"B4"
"2529-9808";"NUESTRA HISTORIA";"HISTÓRIA";"A3"
"2358-9825";"N'UMBUNTU EM REVISTA";"HISTÓRIA";"B4"
"0029-6155";"NUOVA CORRENTE";"HISTÓRIA";"B2"
"2594-2115";"OFICIO. REVISTA DE HISTORIA E INTERDISCIPLINA (ONLINE)";"HISTÓRIA";"B2"
"0249-2288";"[OLAC] (PRINT)";"HISTÓRIA";"B4"
"2300-6579";"OPEN THEOLOGY";"HISTÓRIA";"A2"
"0143-0955";"ORAL HISTORY";"HISTÓRIA";"B4"
"2519-5425";"ORIENTIS AURA: MACAU PERSPECTIVES IN RELIGIOUS STUDIES";"HISTÓRIA";"B2"
"0718-6576";"PAPEL MÁQUINA. REVISTA DE CULTURA";"HISTÓRIA";"B2"
"0212-0208";"PENSAMIENTO IBEROAMERICANO";"HISTÓRIA";"B3"
"2526-8058";"PHAOS - REVISTA DE ESTUDOS CLÁSSICOS";"HISTÓRIA";"B1"
"1519-6917";"PHILÍA (UERJ)";"HISTÓRIA";"B4"
"1751-4525";"PHOTOGRAPHY & CULTURE";"HISTÓRIA";"A4"
"1435-9626";"PLEKOS";"HISTÓRIA";"B3"
"1853-7723";"POLHIS. REVISTA BIBLIOGRÁFICA DEL PROGRAMA INTERUNIVERSITARIO DE HISTORIA POLÍTICA";"HISTÓRIA";"A1"
"1733-6716";"POLITEJA (PRINT)";"HISTÓRIA";"A2"
"1668-4885";"POLÍTICAS DE LA MEMORIA";"HISTÓRIA";"A4"
"2805-1742";"POLITIKA (PARIS) - PASSÉS FUTURS";"HISTÓRIA";"B1"
"2340-499X";"POTESTAS - ESTUDIOS DEL MUNDO CLÁSICO E HISTORIA DEL ARTE";"HISTÓRIA";"A2"
"2959-2909";"PRAESENTIA - REVISTA VENEZOLANA DE ESTUDIOS CLÁSICOS (ONLINE)";"HISTÓRIA";"B1"
"0393-0157";"PREISTORIA ALPINA (PRINT)";"HISTÓRIA";"B3"
"1982-3592";"PRETEXTOS (ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VILA MONTE CRISTO)";"HISTÓRIA";"B4"
"1666-1508";"PRISMAS (BERNAL)";"HISTÓRIA";"A1"
"2197-6376";"PUBLIC HISTORY WEEKLY";"HISTÓRIA";"B2"
"2281-9037";"QUADERNI PROUSTIANI";"HISTÓRIA";"B1"
"0301-6307";"QUADERNI STORICI";"HISTÓRIA";"A1"
"1077-8004";"QUALITATIVE INQUIRY";"HISTÓRIA";"A1"
"1851-2879";"QUINTO SOL";"HISTÓRIA";"A1"
"0163-6545";"RADICAL HISTORY REVIEW (PRINT)";"HISTÓRIA";"A2"
"0718-5146";"RAÍCES DE EXPRESIÓN";"HISTÓRIA";"A1"
"1619-4993";"RECHTSGESCHICHTE (FRANKFURT)";"HISTÓRIA";"A1"
"2477-9083";"RELIGACIÓN: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES";"HISTÓRIA";"C"
"2199-4471";"RELIGION IN THE ROMAN EMPIRE (ONLINE)";"HISTÓRIA";"A1"
"0252-8479";"REPERTORIO AMERICANO (HEREDIA, IMPRESA)";"HISTÓRIA";"B1"
"1647-5852";"RES ANTIQUITATIS";"HISTÓRIA";"B2"
"1364-2529";"RETHINKING HISTORY";"HISTÓRIA";"A1"
"2334-2935";"REVIEW OF ARTS AND HUMANITIES";"HISTÓRIA";"B3"
"1991-2773";"REVIEW OF INTERNATIONAL AMERICAN STUDIES";"HISTÓRIA";"B2"
"1413-9421";"REVISTA CANUDOS (SALVADOR)";"HISTÓRIA";"B3"
"2500-784X";"REVISTA CIENCIAS Y HUMANIDADES";"HISTÓRIA";"B2"
"2664-3111";"REVISTA CIENTÍFICA CULTURA, COMUNICACIÓN Y DESARROLLO (ONLINE)";"HISTÓRIA";"A1"
"2318-244X";"REVISTA CIENTÍFICA UNILAGO";"HISTÓRIA";"C"
"1900-1355";"REVISTA CLEPSIDRA";"HISTÓRIA";"B3"
"1132-8312";"REVISTA COMPLUTENSE DE HISTORIA DE AMÉRICA";"HISTÓRIA";"A1"
"2347-0011";"REVISTA CONTENCIOSA";"HISTÓRIA";"A2"
"1807-4928";"REVISTA DA ACADEMIA E LETRAS DE SÃO JOÃO DEL-REI";"HISTÓRIA";"B3"
"1696-702X";"REVISTA DE DEMOGRAFÍA HISTÓRICA-JOURNAL OF IBEROAMERICAN POPULATION STUDIES";"HISTÓRIA";"B4"
"2448-7724";"REVISTA DE ESTUDIOS DE GÉNERO";"HISTÓRIA";"A2"
"2435-2942";"REVISTA DE ESTUDOS DAS AMÉRICAS";"HISTÓRIA";"B4"
"2763-6038";"REVISTA DE GASTRONOMIA, HISTÓRIA E CULTURA: ARROZFEIJÃO";"HISTÓRIA";"B4"
"0716-9108";"REVISTA DE HISTORIA (CONCEPCIÓN. IMPRESA)";"HISTÓRIA";"B1"
"0034-8325";"REVISTA DE HISTÓRIA DE AMÉRICA";"HISTÓRIA";"A3"
"1132-7200";"REVISTA DE HISTORIA INDUSTRIAL";"HISTÓRIA";"A2"
"2445-0057";"REVISTA DE HISTORIOGRAFÍA";"HISTÓRIA";"A3"
"0034-8341";"REVISTA DE INDIAS";"HISTÓRIA";"A1"
"9771-2019";"REVISTA DE MAGISTRO DE FILOSOFIA";"HISTÓRIA";"A1"
"1808-0626";"REVISTA DE MAGISTRO DE FILOSOFIA";"HISTÓRIA";"B3"
"2415-5896";"REVISTA DEL INSTITUTO RIVA-AGÜERO";"HISTÓRIA";"A3"
"2359-0076";"REVISTA DO CENTRO DE ESTUDOS PORTUGUESES";"HISTÓRIA";"B1"
"1676-515X";"REVISTA DO CENTRO DE ESTUDOS PORTUGUESES (UFMG)";"HISTÓRIA";"B1"
"2965-369X";"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DE VASSOURAS (PRINT)";"HISTÓRIA";"B4"
"1981-7770";"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DO MARANHÃO";"HISTÓRIA";"B4"
"2764-3360";"REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO ITABORAHYENSE";"HISTÓRIA";"B4"
"2525-3344";"REVISTA DO TRIBUNAL REGIONAL ELEITORAL DO PARÁ (ONLINE)";"HISTÓRIA";"B3"
"0718-7246";"REVISTA ELECTRÓNICA HISTORIAS DEL ORBIS TERRARUM";"HISTÓRIA";"A3"
"2763-7674";"REVISTA ELETRÔNICA DE GESTÃO PÚBLICA";"HISTÓRIA";"B4"
"2177-160X";"REVISTA ENBORNAL";"HISTÓRIA";"B1"
"2318-8855";"REVISTA EPÍGRAFE";"HISTÓRIA";"B1"
"2237-4035";"REVISTA GAIA";"HISTÓRIA";"B3"
"2522-3690";"REVISTA HISTORIA DE LAS MUJERES";"HISTÓRIA";"B1"
"2178-1141";"REVISTA HISTÓRIA SOCIAL";"HISTÓRIA";"B3"
"2154-4794";"REVISTA IBEROAMERICANA";"HISTÓRIA";"A2"
"1853-399X";"REVISTA INTERDISCIPLINARIA DE ESTUDIOS AGRARIOS";"HISTÓRIA";"B1"
"2007-4212";"REVISTA INTERNACIONAL DE DERECHO Y CIENCIAS SOCIALES – UDEM (UNIVERSIDAD DE MONTERREY, CIUDAD DE MÉXICO, 2021)";"HISTÓRIA";"A1"
"2215-6623";"REVISTA INTERNACIONAL DE ESTUDIOS ASIÁTICOS";"HISTÓRIA";"B4"
"2667-3231";"REVISTA LATINOAMERICANA DE TRABAJO Y TRABAJADORES";"HISTÓRIA";"B2"
"2318-6550";"REVISTA MAIÊUTICA - HISTÓRIA";"HISTÓRIA";"B2"
"2525-8435";"REVISTA MARIM DOS CAETÉS";"HISTÓRIA";"B4"
"2422-8117";"REVISTA MELIBEA (ONLINE)";"HISTÓRIA";"B3"
"2448-492X";"REVISTA MEXICANA DE CIENCIAS POLÍTICAS Y SOCIALES";"HISTÓRIA";"A1"
"2238-8788";"REVISTA MUNDO ANTIGO";"HISTÓRIA";"A3"
"2177-3807";"REVISTA OLHO D'ÁGUA";"HISTÓRIA";"B1"
"2596-1489";"REVISTA OUTRORA";"HISTÓRIA";"B4"
"2617-9830";"REVISTA PARAGUAYA DE HISTORIA";"HISTÓRIA";"B3"
"0870-4147";"REVISTA PORTUGUESA DE HISTÓRIA";"HISTÓRIA";"A4"
"2183-3184";"REVISTA SANTUÁRIOS 1";"HISTÓRIA";"B1"
"2359-5817";"REVISTA SUBVERSA - LITERATURA LUSO-BRASILEIRA";"HISTÓRIA";"B3"
"0212-4408";"REVISTA TEMAS AMERICANISTAS";"HISTÓRIA";"B2"
"1699-7778";"REVISTA TIEMPOS MODERNOS";"HISTÓRIA";"A1"
"2981-4901";"REVISTA URABÁ ACADÉMICA (ONLINE)";"HISTÓRIA";"B2"
"1677-0196";"REVISTA VERNÁCULO";"HISTÓRIA";"A3"
"2264-2617";"REVUE DE GÉOGRAPHIE HISTORIQUE (ONLINE)";"HISTÓRIA";"B1"
"2780-4143";"REVUE D'HISTOIRE CULTURELLE (ONLINE)";"HISTÓRIA";"B1"
"1777-540X";"REVUE D´HISTOIRE DE I'ENFANCE ""IRRÉGULIÈRE""";"HISTÓRIA";"A3"
"1266-7862";"REVUE FRANÇAISE D'HISTOIRE DES IDÉES POLITIQUES";"HISTÓRIA";"A4"
"1517-1639";"RIO DO SUL";"HISTÓRIA";"B3"
"1724-1529";"RIVISTA DI STUDI PORTOGHESI E BRASILIANI";"HISTÓRIA";"B3"
"2669-2473";"ROBOTIC SYSTEMS AND APPLICATIONS (ONLINE)";"HISTÓRIA";"B3"
"0263-9904";"ROMANCE STUDIES";"HISTÓRIA";"B3"
"2014-5748";"RUBRICA CONTEMPORANEA";"HISTÓRIA";"A4"
"2618-9844";"RUSSIA IN GLOBAL AFFAIRS (ONLINE)";"HISTÓRIA";"A1"
"1514-6774";"SADIO ELECTRONIC JOURNAL OF INFORMATICS AND OPERATIONS RESEARCH";"HISTÓRIA";"C"
"1077-5943";"SANTA BARBARA PORTUGUESE STUDIES";"HISTÓRIA";"B1"
"2227-5304";"SASKAB (ONLINE)";"HISTÓRIA";"B3"
"2175-2672";"SCRIPTORIUM";"HISTÓRIA";"C"
"0186-0348";"SECUENCIA: REVISTA DE HISTORIA Y CIENCIAS SOCIALES";"HISTÓRIA";"A1"
"1916-050X";"SFU EDUCATIONAL REVIEW";"HISTÓRIA";"A2"
"1286-1715";"SIGILA (PARIS)";"HISTÓRIA";"A4"
"2326-4497";"SIGNS AND SOCIETY (ONLINE)";"HISTÓRIA";"A1"
"1516-6295";"SIGNUM (SÃO PAULO)";"HISTÓRIA";"A2"
"0102-356X";"SINTESE (BRASÍLIA. 1983)";"HISTÓRIA";"B4"
"0144-039X";"SLAVERY & ABOLITION";"HISTÓRIA";"A1"
"1743-9523";"SLAVERY & ABOLITION (ONLINE)";"HISTÓRIA";"A1"
"0049-0857";"SOCIAL CHANGE";"HISTÓRIA";"A2"
"0894-4393";"SOCIAL SCIENCE COMPUTER REVIEW";"HISTÓRIA";"A1"
"0164-2472";"SOCIAL TEXT";"HISTÓRIA";"A1"
"2358-5161";"SOCIALIZANDO";"HISTÓRIA";"B3"
"2250-5121";"SOCIEDADES PRECAPITALISTAS";"HISTÓRIA";"A3"
"2792-3290";"SPECULA REVISTA DE HUMANIDADES Y ESPIRITUALIDAD";"HISTÓRIA";"A2"
"1815-7661";"SPELT QUARTERLY JOURNAL";"HISTÓRIA";"B4"
"0039-2936";"STUDI EMIGRAZIONE";"HISTÓRIA";"B4"
"2444-7080";"STUDIA HISTORICA. HA CONTEMPORÁNEA (INTERNET)";"HISTÓRIA";"A1"
"2391-7636";"STUDIA IBERYSTYCZNE";"HISTÓRIA";"A3"
"1781-7838";"STUDIA ROSENTHALIANA (PRINT)";"HISTÓRIA";"B1"
"2314-1174";"SUDAMÉRICA";"HISTÓRIA";"A1"
"2785-1370";"TELESTES: AN INTERNATIONAL JOURNAL OF ARCHAEOMUSICOLOGY AND ARCHAEOLOGY OF SOUND";"HISTÓRIA";"B3"
"1519-4183";"TERRITÓRIOS E FRONTEIRAS (UFMT)";"HISTÓRIA";"A1"
"1852-4532";"TESTIMONIOS, REVISTA DE LA ASOCIACIÓN DE HISTORIA ORAL DE LA REPÚBLICA ARGENTINA";"HISTÓRIA";"A3"
"1936-4784";"THE AMERICAN SOCIOLOGIST";"HISTÓRIA";"A2"
"0003-1615";"THE AMERICAS (WASHINGTON. 1944)";"HISTÓRIA";"A1"
"1995-1108";"THE CARIBBEAN REVIEW OF GENDER STUDIES";"HISTÓRIA";"B1"
"2415-6426";"THE EUROPEAN SOCIOLOGIST";"HISTÓRIA";"B3"
"0016-8890";"THE GERMANIC REVIEW (PRINT)";"HISTÓRIA";"B2"
"2561-7397";"THE IJOURNAL";"HISTÓRIA";"B4"
"0707-5332";"THE INTERNATIONAL HISTORY REVIEW";"HISTÓRIA";"A2"
"0535-9120";"THE ITALIAN AMERICAN REVIEW  (PRINT)";"HISTÓRIA";"B3"
"0022-1953";"THE JOURNAL OF INTERDISCIPLINARY HISTORY";"HISTÓRIA";"A2"
"1467-0437";"THE JOURNAL OF LAW, SOCIAL JUSTICE AND GLOBAL DEVELOPMENT";"HISTÓRIA";"B2"
"1943-1538";"THE JOURNAL OF WORLD CHRISTIANITY";"HISTÓRIA";"A2"
"2526-3609";"TO ELLINIKO VLEMMA - REVISTA DE ESTUDOS HELÊNICOS";"HISTÓRIA";"B3"
"0101-8701";"TÓPICOS EDUCACIONAIS (RECIFE. IMPRESSO)";"HISTÓRIA";"B4"
"1815-0047";"TOPOS - JOURNAL FOR PHILOSOPHY AND CULTURAL STUDIES (PRINT)";"HISTÓRIA";"B3"
"2346-8971";"TRABAJOS Y COMUNICACIONES";"HISTÓRIA";"A1"
"2532-8816";"UMANISTICA DIGITALE (ONLINE)";"HISTÓRIA";"A1"
"1994-4543";"UMBRALES (PRINT)";"HISTÓRIA";"B4"
"2704-7598";"VESPER. RIVISTA DI ARCHITETTURA, ARTI E TEORIA (PRINT)";"HISTÓRIA";"A4"
"1516-5159";"VIA ATLÂNTICA (USP)";"HISTÓRIA";"A2"
"0873-1233";"VIA SPIRITUS (PORTO)";"HISTÓRIA";"A1"
"2275-0827";"VIATICA";"HISTÓRIA";"B2"
"2042-4345";"WAR & SOCIETY (ONLINE)";"HISTÓRIA";"A4"
"1934-1520";"WOMEN STUDIES QUARTERLY (ONLINE)";"HISTÓRIA";"A3"
"0084-3296";"YAD VASHEM STUDIES";"HISTÓRIA";"B2"
"2634-355X";"YEIYÁ: REVISTA DE ESTUDIOS CRÍTICOS (PRINT)";"HISTÓRIA";"B4"
"2197-9111";"ZEITSCHRIFT FÜR KULTURWISSENSCHAFT (INTERNET)";"HISTÓRIA";"A1"
"2675-0201";"ZUMÉ: BOLETIM ELETRÔNICO DO NÚCLEO DE PESQUISA E EXTENSÃO EM HISTÓRIA, FILOSOFIA E PATRIMÔNIO";"HISTÓRIA";"B4"
"0953-7198";"A & E LETTER (LONDON)";"INTERDISCIPLINAR";"C"
"1548-7083";"A CONTRACORRIENTE (RALEIGH, N.C.)";"INTERDISCIPLINAR";"C"
"2358-0526";"A PALAVRADA";"INTERDISCIPLINAR";"B3"
"1232-1966";"AAEM. ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE";"INTERDISCIPLINAR";"A4"
"2318-8219";"ABC: IMAGEM CARDIOVASCULAR";"INTERDISCIPLINAR";"B4"
"2595-8127";"ABEI JOURNAL";"INTERDISCIPLINAR";"B1"
"1518-0581";"ABEI JOURNAL (SÃO PAULO)";"INTERDISCIPLINAR";"B1"
"1040-2446";"ACADEMIC MEDICINE";"INTERDISCIPLINAR";"A1"
"0097-8418";"ACM SIGCSE BULLETIN";"INTERDISCIPLINAR";"B3"
"0123-9155";"ACTA COLOMBIANA DE PSICOLOGIA";"INTERDISCIPLINAR";"A1"
"2178-2105";"ACTA DE CIÊNCIAS E SAÚDE";"INTERDISCIPLINAR";"B4"
"2675-1208";"ACTA ELIT SALUTIS";"INTERDISCIPLINAR";"B4"
"1843-066X";"ACTA ENDOCRINOLOGICA (ONLINE)";"INTERDISCIPLINAR";"B3"
"2525-9350";"ACTA MECHANÌCA ET MOBILITATEM (ONLINE)";"INTERDISCIPLINAR";"C"
"1728-5917";"ACTA MEDICA PERUANA";"INTERDISCIPLINAR";"A3"
"1509-409X";"ACTA OF BIOENGINEERING AND BIOMECHANICS";"INTERDISCIPLINAR";"B2"
"0001-6489";"ACTA OTO-LARYNGOLOGICA";"INTERDISCIPLINAR";"A4"
"2183-5985";"ACTA PORTUGUESA DE NUTRIÇÃO";"INTERDISCIPLINAR";"B3"
"0001-690X";"ACTA PSYCHIATRICA SCANDINAVICA";"INTERDISCIPLINAR";"A1"
"2581-4893";"ACTA SCIENTIFIC DENTAL SCIENCES";"INTERDISCIPLINAR";"B3"
"2792-047X";"ACTA STOMATOLOGICA CAPPADOCIA (ONLINE)";"INTERDISCIPLINAR";"B4"
"2353-4850";"ACTA UNIVERSITATIS LODZIENSIS. FOLIA SOCIOLOGICA (ONLINE)";"INTERDISCIPLINAR";"A4"
"1751-0147";"ACTA VETERINARIA SCANDINAVICA (ONLINE)";"INTERDISCIPLINAR";"A2"
"1058-6989";"ADDICTION RESEARCH";"INTERDISCIPLINAR";"B4"
"0306-4603";"ADDICTIVE BEHAVIORS";"INTERDISCIPLINAR";"A1"
"2689-8209";"ADVANCE RESEARCH ON ENDOCRINOLOGY & METABOLISM";"INTERDISCIPLINAR";"B4"
"1313-1311";"ADVANCED STUDIES IN THEORETICAL PHYSICS";"INTERDISCIPLINAR";"A4"
"3006-2365";"ADVANCES IN LANGUAGE, HIGHER EDUCATION AND METHODOLOGY (PRINT)";"INTERDISCIPLINAR";"C"
"2515-2459";"ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE";"INTERDISCIPLINAR";"A1"
"0972-9917";"ADVANCES IN PLANT PHYSIOLOGY";"INTERDISCIPLINAR";"C"
"0741-238X";"ADVANCES IN THERAPY";"INTERDISCIPLINAR";"A2"
"2374-3670";"AFRICAN JOURNALISM STUDIES";"INTERDISCIPLINAR";"A4"
"2751-6172";"AGRIVOLTAICS CONFERENCE PROCEEDINGS (ONLINE)";"INTERDISCIPLINAR";"C"
"2594-5866";"AGRO EM QUESTÃO";"INTERDISCIPLINAR";"B3"
"2591-4383";"AGROMENSAJES (ONLINE)";"INTERDISCIPLINAR";"B3"
"0002-192X";"AGRONOMÍA TROPICAL (MARACAY)";"INTERDISCIPLINAR";"B2"
"1690-4141";"AGROPOLIS";"INTERDISCIPLINAR";"C"
"2076-5401";"AGUA (HUANCAYO)";"INTERDISCIPLINAR";"C"
"1067-991X";"AIR MEDICAL JOURNAL";"INTERDISCIPLINAR";"B1"
"2594-5092";"AMAZONIAN JOURNAL OF PLANT RESEARCH";"INTERDISCIPLINAR";"B3"
"2249-0205";"AMERICAN CHEMICAL SCIENCE JOURNAL";"INTERDISCIPLINAR";"A4"
"1557-4989";"AMERICAN JOURNAL OF AGRICULTURAL AND BIOLOGICAL SCIENCES";"INTERDISCIPLINAR";"B4"
"1533-3175";"AMERICAN JOURNAL OF ALZHEIMER'S DISEASE AND OTHER DEMENTIAS";"INTERDISCIPLINAR";"A2"
"1557-4555";"AMERICAN JOURNAL OF ANIMAL AND VETERINARY SCIENCES";"INTERDISCIPLINAR";"A4"
"1526-5161";"AMERICAN JOURNAL OF BIOETHICS";"INTERDISCIPLINAR";"A1"
"2637-4935";"AMERICAN JOURNAL OF CARDIOLOGY RESEARCH AND REVIEWS";"INTERDISCIPLINAR";"C"
"2330-8613";"AMERICAN JOURNAL OF CHEMICAL ENGINEERING";"INTERDISCIPLINAR";"B1"
"2330-1910";"AMERICAN JOURNAL OF CLINICAL AND EXPERIMENTAL UROLOGY";"INTERDISCIPLINAR";"B1"
"1932-149X";"AMERICAN JOURNAL OF DISASTER MEDICINE";"INTERDISCIPLINAR";"B1"
"1553-6203";"AMERICAN JOURNAL OF INFECTIOUS DISEASES";"INTERDISCIPLINAR";"B4"
"1552-4841";"AMERICAN JOURNAL OF MEDICAL GENETICS. PART B, NEUROPSYCHIATRIC GENETICS";"INTERDISCIPLINAR";"A3"
"2238-3743";"ANAIS DE RESUMOS EXPANDIDOS DO 12ª SAU UEG (SEMANA DE CINEMA E AUDIOVISUAL DA UNIVERSIDADE ESTADUAL DE GOIÁS) E 2ºEECABC (ONLINE)";"INTERDISCIPLINAR";"B4"
"2176-6940";"ANAIS DO ... ENCONTRO NACIONAL DE PESQUISADORES EM EDUCAÇÃO EM CIÊNCIAS";"INTERDISCIPLINAR";"C"
"2175-6975";"ANAIS DO EVENTO - ALCAR NACIONAL 2021";"INTERDISCIPLINAR";"C"
"2176-0950";"ANAIS DO SEMINÁRIO DE PÓS-GRADUAÇÃO (CENTRO UNIVERSITÁRIO FEEVALE)";"INTERDISCIPLINAR";"B4"
"2810-6490";"ANALES DE ARQUITECTURA UC (ONLINE)";"INTERDISCIPLINAR";"B1"
"1669-4627";"ANALES DE LA EDUCACIÓN COMÚN";"INTERDISCIPLINAR";"B2"
"1646-6020";"ANÁLISE PSICOLÓGICA";"INTERDISCIPLINAR";"A2"
"1774-9751";"ANAMNÈSE";"INTERDISCIPLINAR";"C"
"2953-6782";"ANDARES: REVISTA DE DERECHOS HUMANOS Y DE LA NATURALEZA (ONLINE)";"INTERDISCIPLINAR";"B2"
"2446-9343";"ANESTESIA EM REVISTA";"INTERDISCIPLINAR";"B4"
"1695-2987";"ANGIOLOGÍA (BARCELONA. INTERNET)";"INTERDISCIPLINAR";"B4"
